bitcoin address,wire amount,credit card
1FRF5WiVUHWKEzarrf9U3f272hfH5vLH3L,¥6227.75,3567671731355423
17SrBHVCUvRiA2p6v5H91VwnvSqUGXkXyL,$6874.63,6385674365446768
1JQQi48vWgja2fT97QpbYDpL4eYNDsca2y,¥5641.58,30145763191910
1FFq4AoauSDzjtQgdFt8h4jndbQRDR8v39,"€8776,94",3588154320061855
12KyTaaZWfZJTLeDswxfHe12G3zgL7kY4N,$2100.88,3572962286865152
1BnUktvJhGH778qKqyL4Utw33AnXyyDNun,"€8161,51",4917767652000058
1v7sRpmWGyj73n7gUeZ3X7d3pLKacviS6,"€6234,86",201511594307863
15PAbqGmJX41SbmS29FRBVFv6zhTTZwLXh,¥2795.86,4026415073975908
1DijiRvofUeUf5RVFX7dNh2fDSM3z4D675,¥5420.94,560221642487620770
16WotXpVAmrRi3KL41K1zAoPoi7tum5kkM,¥6735.97,630407198732428342
1jhPuy74hcXtDwiGvGUTAHyhSbhE4NAaR,¥5680.89,3584999666270567
1Awi5V8QN31dpv86R5rkYPtk1VLiVheMUS,"€8447,14",3584116410343869
13AUaXHABxU29kzG2swo64UHT1YWGStqwA,$1277.59,4508933241368472
16nGEVzUhWUngQe8SPGBDbgZSrYZF2ir3N,$4903.70,5100175956015737
1FyGLAi8jNm6oHcRmUBjUgSm1gz3si1NGa,$8705.31,3538803958642797
1PjJFAgWzA9ZmBq6gFEb966nCw5dZXftyR,"€1263,82",3545747878361122
12d8G9a42jWmBTDag5hh495TByMHxPjtHR,¥448.20,6706990234865331196
14DK6UXiHbjo5rAsLEpdgFdmJADrmGrKdW,$6381.49,675996676870583384
12gy4osmjPAgv8Ym6kVMKDMVMadTH7ponn,¥4656.42,5481548954691361
1KFQcr9z1oNkz2iCayWVKJ12FSrYLTinxH,£8646.35,4903706588097588810
1KFTc5xM6jLv8MX2qJwdpwFcKWnH4SQKFr,"€4180,67",3581365520280866
17PtfuvuoDoUu6wTJp2fpxKAniZCZ5LpcX,$2390.03,3545613799676560
1G2hYqaLQPNoxDzwNihhU5gAJVD6RLapA4,¥1002.40,3549857377369389
16Yq1rQtUK4JEkpug5ENuVxiTc5W6FRkvu,"€8211,16",3545490559304133
1KHbqPov9NKxTemV6rbPoiCLYiABTYXxue,£1181.44,5020789470075210463
1C8YhRqVreQobnwEVN5VjdqxVd8gAKKD2t,£7429.36,4405316526688794
115P9agftieTKVcrcb4n9M63nzMkTkVDW4,¥412.10,6767409720933942458
1N7Zp2qzNyJEcenFbPwdMA8ibz6GNGZXN4,£6541.65,3572795522943775
1HTz39YqZj8HAGKFxc1CjbcJGxSuT3ULev,£9331.92,3560878752423306
1PMsDsHdtFtaymHGdYp2X78puqDf2rLyyR,$1275.81,6763302933362342994
1BWsyuz6c1JA2QbnykH2FgGRQ5sgsxvGs8,£462.81,4844793836293227
1J7PaptfJQachZQ14v5PPuNKmvjdtUpaBR,$9851.99,3572197671743561
1KnJZuCsJrubS8cgvREpcWY4ZT5u1PfqgU,£2030.22,6381116351289921
17dagKwQAejVuYoc3KvSoWhmjBt4rqfphD,£1939.69,3586089310811699
1P7ecNAAvpMMLajamx7gS4j5Bfz2CJZeCZ,£4120.27,6304380995667041
1EmiKKABQVNnnzA1bALdJk7rStnpuCrsh1,¥9078.50,3573702766900684
1Hz8D3bGC2etLhXzksGfz7BBw1UpMRUGNt,"€8641,86",5147672614970266
12Wo6pkdZSyuR16MeEVcNB85KoYVQgcKd5,$6843.01,3536398588064027
1CJjE8gEvnASHfPv4jdV2ATRfJBKvsqT1x,¥3990.48,3532381119795222
1N5Xj6ymUwQnBmjcajTEELYWwibWePzo4H,¥198.32,201490604147322
19gtK9HsgndTSEv3ucBkhN5zhsBKzD6E2z,$6846.35,5136053287347673
14oSRkCSJUD3GsLDAJW7Vmf5uePgLCT9YL,£4531.97,3576537271637257
1AoKF48EoGD3rh4KmV68JjHA7geACUw33f,£5443.43,3586450133172067
1ACZJhwNvTCThQud4kFSAEJffnMDYket8a,"€5080,41",670959941473933899
1NCo8HKURv3DVw7edKp6h8tJvBqWanazGi,"€4736,32",3578851480484338
1Lvqbj53qkgmZKsRENzWt4W971drnxxEY4,$5572.10,3564573681605463
18LQK2ypjux9A6uF7uPBdpavXWMTXSnuTZ,$1919.88,4917779503697834
12K8StfjsEZcz2SSxnFTfn3gRicoC7QTqr,"€1791,49",3585268496480062
13RFCULa8i23aJ3E7jHES1t4LQrM6Hx64V,¥7545.63,3582626522394859
1F7YxK8ZHkG37cfu27ktgSLJjAPbYWNDQP,£3174.69,341996872366072
17mspgsbgzBNTMsMibWmKJ4q6hGQv6qTv6,"€3522,30",3574979605819866
18GDgp9ZqJDzCttavGQD9BkuJSA5eNVdmP,"€4621,06",201634721262056
1PeNRJhzByVNDCKQGZZ9j3RhKJkid7csBk,$4101.77,3578514681782559
17aehBmiV5Jj1WX7Z1juo2ZSpz398f9qzE,¥9822.86,30016197992621
1LtkMAwZkJjeQfo9tQMu7ZzhpKAqJheSar,£6418.85,201989888506996
1NmruDqJoy1cDuHLD61NTACzU8ADvuYkP,"€7831,94",3581237373329571
17wQ1PkQgnQBNjJjuxVT2mt8NJopWQZFzp,$3799.66,5602249262852760185
1FftFXGeNNu4pVNcrhfMpYhuhYkbdP711L,£6271.55,5602215850696523098
1KY2EWcNYTXkLMhYvi4GKimxhUPQqLj2ny,$4799.21,4508047511046526
1MGwENZDaA4zSBAdauP9jRL79CkG7ozcys,$6663.81,3579394755064476
18Ab8fRjizhWSvNo6L2QTqhwc4GvYJJSuj,"€1965,56",3563996351459948
1AT8b1C2rp6FbeVpUYNm6wbqWLTp8e2ysa,$8363.51,6392540232176584
17GgsJ87maLB7E2JAoXFg8Qood3xEwisLF,$484.47,3530145418461345
18BNkB8NtJyec9BVByrB9SPMnAzqxRkoAJ,$4554.24,3589202578934536
19G5gmJ6P3EyerR7Ht4gymPPjQWRKTYdwr,$917.15,5100136462936253
1AFv6gF72LSCcZygCAu6yn2dUmozuFyuRH,£7972.58,503850734123072702
1HDMGzwGFJpXtEgAwrsoDAjEkZ82idzYJh,"€6712,14",5490162359252040
135q6kCSs2vFQMWPs2nXbHsFjEz3Cjx76L,$5218.34,3561790076824649
1HRirvrqYTn7Le1A1qQouGxszhzrkhTtCG,$960.82,561098254836613874
12HDbgw9v2pKZBbgydwdPG1cCS1hpdxqpG,$8033.02,36008427105037
1GGR7jqYFqehQmaTJUjzuRNrSTr8jcCFTt,$1796.63,201518340145059
1NjL1g5DwtGRAb631W41jHdbd2GPnpsUNS,¥5018.47,3565138536783102
1E2aQEcEVJPQrLV7R5vgXMiM7MtYECYjow,"€3782,46",6759444043624461512
1GnpzzvY41zsQpqrB1jJsp3y7bhRK6wq97,£8292.94,5417485946629812
1HWpz14VDEc2DGsBj7W2HjySC6d4KQSZoK,¥1302.16,3570943554210653
152gVdyVUbzBXPaYkLGbsepDe7g35rAkgW,"€4489,84",4017951547730611
1MxhJnhvV2Ak4jAyvjJpeuUGbm5gBWbujy,¥1174.56,3573403692168690
1Eu4ya4oNraLpwwLRWeXHgFJ6RD5WLVrSq,$133.34,3530023807759811
1EPN8CbFo7pQxm2tw2QaUqKyNchznZKVSU,£9938.41,560222513658396533
1Cz6AEMK55qxfcLrkzaKERoYT6v7oVPtB5,£1993.07,3536129356803563
1AwG9V3KRPjbKrqugZjczdpG1b7e48NtNE,$5221.67,3547595987661058
16ic3qmUuVQhKztjxKGwYbMjfk4ajWarBc,$8616.02,6388962737107029
1JB6PTp4DdHR2PYr5adFJhsmPGGogYNeEY,$9324.99,3560004509491500
1FgtbsiB1pimAyp8cjpTN4G5f3qNZuieju,£2800.91,3565590552056971
15FfmsWkDxG5zXoDpVrTphpPjbL7x2RJA4,"€9328,46",5602246038595344
1MzXwarvvP9xUUwzKL8qTAk5uLZqZFRvS3,$2961.43,30121773349830
1P3gX9GE9npAKnsJL6xxgLJ8htneANF4DM,£5189.36,3569308928888852
1EdnJekj32bEQqQoyuD3RpoUz1WkmUyhQR,¥4641.78,4844080706725680
1GSSZX93PhBbbwHBW4YZmidL1M2ChkX71c,£4349.62,560225005040687940
1Mssh2keHKCb5mAvHb6ikqc8deX6vgESvT,£4070.51,3585727039184622
15YrmCcdCDVBcU4oKUE9hAnsg9ciN6W7qn,$8727.58,374283190559674
1JhUfqyh7HyoELnwtgn3zXYw8AG9iLYsq2,"€2627,38",4017953367869
16YwBcMLH6kJZ11UZBadyfVzt2pwhwr2o,¥6638.79,5542726348657515
1aZLkPRkic26f6zLerBtRiwL2Asv58YuL,£7764.61,56022588339206161
15B9SR2NytnocP9t6HJVBdWGSQdey3KXAt,£8968.44,5100179426834008
1NtXNw8aBgZryA9DTBGeoriqF2cJcvKQ1m,$9655.26,3582311953465532
1EmKBY7ibZ3PCQK7hUd6hbteoAcxaxzg4W,¥9066.98,67599019799697269
169LhreHjCKRQyBZH3wffVtJTtvGyVmixG,$9500.20,201403139291358
13ksXAuodWtLvCi2CAXdGH9mqN7wPNqSup,£8826.35,3535300871365625
14zx1FDZFKdeJvEXybRArXKyXtKfbFzom8,£9583.09,3542386589078668
18t1PKJvhCDwxuQEJkrf49PeGV8pwaTgjT,¥130.99,5459388789821398
1p21hCFbsxE22VcbTSDjQwoY7e5Rx2BJQ,$3528.28,3563585659540341
1PrWNzXn238HAR4Brwh5wDcoLuN7a3kRr1,"€3252,86",5301773832953175
12EU1VbVLjK554PE3yqF5wzjQ8GCPx1zce,£7430.55,3581493864355399
138iu84a5whRJvt47NQEVzyRkdwY8xXDkD,£6576.73,3583444634937642
1J44HMHu8HwMsfXM5mnq6Q9oujQBhdJn1a,$840.75,6759851313469700936
1Gm23hByuhxb6c6KQp2BaxQ32xxWFff2MV,$1353.44,3556531466893753
1bAWM4yjTX21AB3kGXQmst47nizuGNVdg,¥2191.15,201845325411747
19nqufps3UyPZQs5m22WipWnGDwFqEMwre,¥1650.73,3544553526089581
1NBf9GtWcMUdtSXfZxCDNbMgR6ao2QB9bo,£5060.05,6762641838634117
171nNRsZVaEUK3ouwnrBzGCcx5dHhCdz7B,$7658.23,3541913323499578
1FpKnsxRTBodN2dirmwmWUANJAz9kbiZck,$5782.25,345805257109666
19iw1QC3zbnqyK7Zd66e4Hi3XguwSZrzcv,¥9588.28,372301379043682
1G9w2Cd2SqMyGcMHpfUvEw6LZzbMz9CDPL,£7456.43,5100143788140917
164pXDz7y62Ps7z4ZpPaiwGJkMPwkjB5Ts,"€6366,27",6759423151651605409
1LX58ZiG8XwWb82hxeyXh4FBki6EMJFZa2,"€2942,26",3587109430403679
1Q8XDqGfe1azpKCpQKyZcQPxDwmSPCAkxh,¥1079.81,67595394463325222
1HZqcd1pGhqUejJ9wnNqxd5NqPfwUbZmVY,¥7883.90,3570672841477631
1JhMJJDcP3h675J9vNCHYoRawA3QBpirSY,¥6906.86,3548588884035640
1CVWc3xi4siDpe6GohPGsYuEcHxuzS6ZZ9,£5941.29,5038927673269980
1taRZHLSkFnu3VGcmJb7kFAwWwL8i5eNw,"€6451,89",3554850323669145
17PdbvmyciKUdvYCLZrdKaXRnbWJ8y63Uq,¥369.62,3588534309863217
1Q87deWBiVSW9uDJCRNQggL4koeX56omhd,$4847.13,4911917766912452887
1BqsnfozQpNioXboi1CaDmnBEz1VHFYgn9,$2591.77,3549839544597480
14hZL49sPKg12oLHTwj9uCsMMCPeysC69U,£5103.06,3587432532784196
18nWCNVNcuQvs4JcdMAtYXjb3tBubREmVv,$7322.96,337941560289794
1NfQgK9ximjJtrmyQ2GrikofP2sXvsqzYh,£4663.26,6334570225232285
1Nb5wVhkeFuYSi5mFccTZhpwkUrjPupdk5,¥921.01,5038839742867789801
1EzZakqcdS9ov2H3eHrjh49spB5nN9duUC,£589.17,67099678901118475
125WucFMusTW2CmgoS5Lic2fTiz5Zhr24X,"€482,25",3578796012694195
18Gv4QaFh41erXHRN1ca9Mj5EbsTineQqr,$6461.36,5602251280812340885
1KJ2twdzEGj2g2KLuz1EkMEZgdUHFy3i15,"€8650,82",67098939746880393
16NbYjRDr6bxnJz6cBetCVUv5LF11Zbn1S,£4196.20,5128575907738303
1MB1Gg6tXLvT4MN6sQhcNwY6X1EHF3zdDw,"€5642,86",201945283068891
18G7AAHsKcQzAkkbADP6XV6ZVCfsjCXinU,£4865.96,490593902104898377
1FnQdSfTgmyR28zAr4ofrWSiQx5rABrLqG,"€6675,03",3548953765801629
1N4CLkSkpMsbx5jY5CDbEKMSrBaJbqqfPw,£4102.15,3551134980493385
1N48m9kopMqbiGLFMgNBCkZTTVCmTWZdnf,$4382.56,6334778260080531
1D1goR3pNuwV4u9EWEQMZJoUg3KxyCZ1Xx,¥8029.40,374622992312149
1NHTJTACuoWYEZVksw1C6sGAWJ8ZynQcmB,¥8920.98,4508498794087630
1JXtF4Vvvb8EyDvxU6UqAVXBLXHyo5n6hn,£3500.04,4405754838536154
13AdS7y6eok1hSZuP2FbnkvU912vcduaaE,$3485.21,5610412578343392
15UKNTCWLwpvgWjwYviSWYXnx8EJhEMiBP,$7834.30,3575992406724523
16evrdtRCK3h9aADRC4nJm1mJf3aFvvNDU,£6660.81,4936489138624821525
1LF8D2ErqPF1xJBDoyEEJ35HVEiVVt5cEX,$1486.63,5002354818535260
1GJdhBcavcDjYaMLiciVyvvfnHMuveGr4h,¥8582.15,3537883088058909
1K3X9C1ZtZ7MaRbz2g6ch8g6UnivvdN4RZ,¥4576.04,3577008682627096
178ACaWKcUASnwK8h4yQQzK1jwWkmzQvBn,£8856.36,201483790361740
1BQ68amhBa7EkQyFZAZ6vsXJhKtcxWUDz6,$9091.32,3579586899650264
1Gmb2yX5cZxYBYnzNcpZQErL7zkfZgNkur,$7238.76,5602227501566061
13fJwcZ7UQjNzKQbM8LvbbxjQw3dbXAXD4,¥1356.14,5347352706865389
1E2rfq7YkeeqrfKL6FcrPJE4eyGcoqnmwP,$8288.78,3542820690046289
1Ly92HN5VTdygQE1knSXYkBQ6K7L8rrd2y,£2433.09,201512635305767
1Ag9eJdQBydj9q9SFA1rbaNdqyDVXB5q2h,$9704.52,3584215906264900
1KLvXExVGHXDg4gpBRo3JCn5nadSiHrVRE,"€2039,73",3529776002419381
13tiMH8A9Z5zHWfRtmmVK992HgxnPjDSpK,"€7589,00",3551347524437813
1PzGqF2E5xuaP9L44zJo1gYiRtnzWawe6b,"€7152,20",6304966458325243311
1EFf7dnyNfTKjZC9WuvNLdpq7wkspHTQW1,$1848.07,4041597305386987
1MqWzye8i4P4wWJ5sKLhDm7NRMFrCZB3LU,¥2059.48,4041593652241
1NViUcWUST3G1p6shoDXEttACsVMF7mi2o,¥1462.56,5007668671729602
18n6CzHDUJG3ycdYstYJkyuFPn4rxhXtdz,$6678.94,30479271633414
19U6bAs2mmh7hK4DAbc1eWVt5tsRZsyMT7,£9802.43,3539314709072754
18NgbMweQqGA7qhJkgBHy4QoXXSwhZx2Ci,£5529.07,3573852094758385
18s5oPZZzh16zUGqmHA79eE3dWjmBr7cSv,"€8293,37",340045681144733
1BBt7a1gzwPC2CMKWVopfhkfaX72qvXF1P,$9722.83,503873352668365010
1NoCsqZJ3kVvXZ8qucx2vsYKLg47ALRcMc,£5180.46,3550666516223878
1FSiLEymxh2HNPqWdVdSphdTY4Nb3uMYLe,¥5139.08,3528817260780907
12YkM8D2kMHt6ybHoW6cuMfAp3iu8jWUsB,"€4460,37",6395111307827423
1NNqeUDZ7d9jeqC4Lzf4bU1idnZUZjshzo,¥9528.76,4385916677785
192ciztWMtu3V8KWAjT57s7tkhQqbxjTnc,£5629.66,4844645053446708
1dsV1QqgeADDzxk3VeYUMcW7z1oj75xCY,£552.06,5602235605808798442
1CAtykdJg9Fy13g24FSVXupZScceBLFqay,"€2080,80",3529404978457810
1A6XFE7D1bUjLGCCwJLQgu6GjMWNoGtFXL,$6671.61,3545776975678757
1Dro7w6xa6PmVsicv9hYqhu74eSaUGN5K7,$4833.03,6331102058827652494
1E5dG4W4SAwXVatsHycTdv12J49gAVa1pn,$7058.81,6304405674800307947
15mxC78iCnTRxuYv1SrVhdA3H3nSuSiZHR,£5140.72,5018911724970574802
16gZoGDL1DowibgPnTi3t4ypqc3nzbSTSQ,¥9904.84,6763811020046230334
1LzXJPnEywRhRaYjhQqqPDf9Nnd7ogu947,¥4506.84,5100170495130063
14bSNaBwHNQX4zE4ecy24hTgWa946bpXk5,£9271.07,3533091869215177
1LEA4iTw8iJ26PXq5yEpzeGU8LoWxyfJHq,£5936.63,372301951766767
13pRAEZpGJ8GTbifiAHFqLU2Ze9MFNBf8z,$7178.27,6759454568974114698
1NntktSUmBBWKe1v3hTUTCdkn1pU1HGRvg,$7750.76,5010128362645562
1GeuVY4dZSzZikybobcNY6ZYCij67TmVLE,£9865.69,201918133384826
1MD9G1bo21dcZ3Z7EbytaYJS6MkizqqBCa,$1853.04,3574983825109942
16HkDQXRPRCoTmYXdpHE8ycwEjBPda4aBD,¥7025.47,4017956705255
1LD1c6nXerwpXr4HhJBFWQ1nA9iJ2wqtZG,£9577.77,5500095477993798
1NsZP32eULBAUJrdu6nomUZt3L5NXpJrcD,£6792.51,63045261699104660
12353pDj7mK1XWBS4HSFefxJQBEPQHK39g,£215.28,5641824153792341981
1KDVRD1pF4Y5oofXkt1Hon2ENhbex8wWED,£9920.80,6377045463584000
18Jtq6xLxfSqRpCQt8u73nEJVLUm1h2kQe,"€6210,95",3583585022912520
15pxrZsq3irdi8NzA5dczVs7wBMLxpcXtD,¥1584.32,4844575201711531
1G9G4zXNDCqUthgTtCBNd2zacbvetvg7Se,¥2778.89,4913443250432648
1tPb3dwFhp5wxpZqm2XphsZUhoS5F8NUB,¥8055.13,5541588745147529
1PxEwzVxAEWXvX25LZFL3t8fVBBA81to74,"€644,72",3554156656105404
1FwtdgMxgfAEzRVWYA5WW97wpDSTXSmqTX,£3718.14,5602245552486914
1MJ6ijND5DtHd3KcqpLXmRiJoq1KXUUvyg,$1724.84,3546250492256520
15VhgjFcHhK7NwMJn3xoYtT8afC5kwVbPS,$5297.93,5610874446003070
1KamPXRdzsFgPUgK5k9bZ3a77pn313iTGL,¥2786.85,4041594536138
199yFD1CZ594v8bwzu9gzZH68uG8oAsbN2,"€753,57",201713617473942
1LKFjx5MbXwvyQME8P24i2q3QSTjh7bkvq,¥9426.34,63049677580139778
1VQxECnuaM1aB5rNyGJkCQqfYP2ZZMR5c,"€1163,10",5002358342158507
1QC4EinqnSa1vHTeA9XD92LHaEAzcAc9yx,¥5952.00,4936176672352228253
1AJPD9u4HkbrpSKCTTPR7UxKpQnV3wkCEU,"€1604,23",201488864132257
15J1Uo4vc7GL7bjUMEeXADpSPGPHEDGjfK,$7888.13,670693352157234102
13r6zB63pbMAqaRJg3rd8pkAUrz72ym41p,£2655.93,67618565674720698
1AwGVLynnZwmN3ujd9SAx2kawgzWGKXNMS,¥71.06,376668155273071
1AUYBrfjzx74h4fkCo5Y4TWBYwvGdKzWpT,"€3952,71",5496512154068575
1NrdqfrKsqhgNpDtJ9isAryWzS9rRy5eS8,"€1948,89",5002353718723778
1LtsEjM9CNLz5ioJBzcM529qohaZ1xLWDr,¥6133.10,3536065870720695
19GcUtFYVUgTNM5XdcEC6BUR2iaFDhsfsC,$5239.34,5534700494815276
148n2Pme5Hk7MBNtaNSHE2rcJgQZMAd72V,$1930.16,36916428567908
1R8VBgyUFS5utA9SFiTv4Cc1NKjqyX9hv,£106.53,3549035177629936
17kQTAKS9npeRZwipXNjtEnH7pf6UWWNPH,£4972.97,374622227807400
18oGbs1fb95rEggfAtjj8tddXVpAKKLHA7,$2717.47,201663436747374
14zYsxwFKUH6jh5mkhJq94PhuHVwg9sNp7,$2311.47,3571962661480149
13wrNy4HcRXMbTtV6W7Azv7tkhT9xReEjq,¥6473.50,374288000459791
1J6cTN1qciY3kHQYEQy8jLV3U89ga4zk3R,¥7335.30,5002354384301295
1MDZDp73348B7gAe4QnQVW8qpwi4UF1EDx,"€7998,63",3581085210822237
1J1oCmSxqBp6Yj6B4FX2n2usrZjssxknGA,$1059.81,3535285117108105
13ScA1UFCZgvRanBFz6qRf2x4vZNeMY1zA,£4545.19,560222500411946779
114qsJYB8zRiTgn4jsjZZVuKRxNxFAnPAv,$5447.07,3553483082401582
13ucPm9P9TLLvYHvBqBsu3ECganZkwhDry,$8355.42,3554255862077934
1KskuwncCvkvzFKf6VS6mDXnzxa7Lc2QrM,$4355.27,5002358747364791
1LSa3CzoJdRfq8EXDbg5if8dQv1NKJV3yE,£7001.30,3564878045900215
1D3dFGbcm1E1pyozUmYXyqHYFomk89LCnC,$4152.46,50382316585366225
1M9D5isdHgaQfXWPHKedE1iP5BM2HYHSMx,£3839.66,4917604721361684
1CKSESkVP5E7dc5yA8tuUCyvqJnun8tcuw,£6223.32,5212007158628691
17fGDQTYRpgA61fVB7X2B6kc2NiQjnXP14,£3521.98,201529136542839
1DAZRwg7dJdHcgiy4B1djJspSCyRSqHFnY,£4810.17,372301846630269
17VuMdW3rySHRaybk1bpCcpaaJgNE5sB7s,¥4389.41,5602217693176050
1L9PKBr1WqQZVVPuC8fMvY6JBptYeGrrgu,£3996.02,3543031097775319
1HoRMd6UWWQr1oJtvwaJ8ve1XZiFk2VZ7B,£1991.92,372301132418775
1K2ywus78jcchhyJVEdwanbxLFPUCYEU2D,£2260.01,3528685907058700
1AgC9c47UbboZdTW68dY7qtE4bvpfrtq7J,£5894.71,3562354170224013
16GkeLvbfWWvGhSCNkdjc5C47jWQCHgRMf,£1595.98,0604160415329535293
1Kvj63Qwea3xQoVXXMh6yYyK9CHz4ohez3,"€9386,58",5100146489779404
1BS1YsUpgRBYKVjfHq8kpkGHyEz3c8K3JC,"€9986,65",3583523310055652
11NHj6X6w4WeAbShpACR9N2E22R2FkFqX,¥507.23,3582077007407198
1P6bvhMscHtJQJqdXBhvSMxzYPS5ViSULL,¥4541.08,3573111994840011
18kYgR5Dc1a2H6M2o7y5ptuUpQ3VgygQwq,¥5490.95,370585516047794
1NWsBVP6pTsP8U3aPdUEqbsggbbw51JrwL,"€2632,92",5602247624709430
168mnoKdFxpQmLXNqrSxyPrZfWpGFstyXg,"€3205,66",67092432450859700
1EaELtUvH9Zrcd4Uu8ikCZE8E5cQiWNKfV,"€9430,47",340928513858176
1BFuHiqRxqkTDvuHNW1dXjLVUZaVQjmKLu,£9879.88,3547121240958338
18TLqGuAEgwFjKAq6xBGotUK1HDuFeWg3x,$5051.55,3562600467705068
14RpfpFRzVuaScwyfuipqyD3vg86hJ9u89,$234.90,67611259825880562
1MazGYVeEB5C6UC6rS2PZJagg9SYXN6c9A,$2346.28,5602240449480428
1Jzibu43HcHkTE8QA5NDXNi2MfEDmWbutT,¥9199.63,6763860706884955
1GYMQ4hJcyg67gKUWtzCa5fgy6Xw1LNXB3,"€1984,32",491199849262856802
1C8eVqKeGfp1RB4x6jGK9vnomSW5TKLzsK,¥1072.15,4903802079547252960
1Lbgde7jUz9eoYgosrRUHGSftgYKzXVGsq,"€2826,65",3548214073744526
16KTZ8scEM1KttmmkzsLQ4T7BR1DsvEw3T,¥8187.12,3585145101578797
1kjZ7tgXkE4i3qCdjEs71iGr5CuCFjcSg,£9939.65,3560352531913961
18AR7QG8GUoAG2VKm5M6uivR3hdNMomzkd,"€4505,43",5602240273347996721
1D34tmsepC8B3TUkdRJGkMPT438YA5ihGg,$4345.59,67097636137487991
1Mp5aZ4UECME43K3mx8wuCwiraetBjp4RG,£2409.78,3586591381126253
1Dx6yknQKpSkv1SJ17WxH2iKYgrFapRJW8,$4069.62,3547015625323805
1DPjGSNhPCQp7ytkJutPUbPQWyyxWqdZXo,"€6496,53",6396528259977634
1Npmoh2k9rLRiN26YapDPR2pZm6io6Ftb8,¥6138.44,633459389188917778
16iXfbmMHmXsXnXWC5nbLmKxYq1eBcDZCL,"€9171,27",3568607962514113
1HnwCbr2jy925cNHep8ihvmQJF7tJuVfAX,£9396.37,3565619813342084
1MKS1ttRNkSm7WsJGeTLbq6n8Kv58LJZrB,"€8632,56",3528398499154396
15R5iU1RNzrENihmZDK2iq5u2hEVQmdcHx,"€1243,92",3587583232547422
1FtvfkM8oYAeEwhCZgBo4spRJXsqJotcAa,¥662.35,5602240691229168
11BE62XP7HJyFykcLRP6nDcivruB9MZCd,"€3809,43",4913510799253451
14eovVjJFJygYAiHqDiZhXqVgdExPXXFfu,¥3596.65,3585336410838093
15ffoG4kfp32hECfetst5yExmu6zhR7pdY,¥8417.30,6334058801193774
17tQ69SfXLfEYksCGXTWeSWwALG5Gb8sXn,$4850.50,3549481752396824
1HPQScD27RDAVxdoxPkGMvtfM5mYB2b5uP,"€4812,68",6763994954184378
1HkT87FbZNyfXnnGXSDCcJKVDxnkTF5ZxT,¥1084.25,3534644303433514
1Gp1M6MKEreB5cPwe3oEDwH5wjg3aVHuiS,$2796.65,201524453953990
16gsvKNpEGuri9SCvgaKs471WJn8cV2xJB,$6981.77,6383305248652189
12Q12YwW9JYHdTiQuzVZFmuXjqEptwoV6B,¥5453.43,3569542107269852
1AypPvSdZFyBsiR8pahCrdjtuQPsfst7Q,£4233.47,3566861541516014
12vMfrbsJps2J2ZrRF7ABFuiJu8MFo8Kx8,"€1718,44",3578646762688329
1HNUF3bRRKHpVVUNcg8wo4N99ArFV8JaeA,¥4121.68,30110746089987
1Q2UVaH1puBfFTLfu1BsHycyVE7xKuxXBC,£6712.96,3573500195751383
1GSobh7cLdPcENTrG9f41z1JiKMionWDx4,£535.56,676264986212671273
15ovPz1k5oxba75fyFJP4QqWg7PuigFM4F,¥6613.91,3542661717729592
13MfbJEMuZbVsSgvQsLemTu7KZPkMfMU7q,£184.31,337941388749755
198R5SJpp1BVeANuqfa4VqFXTQcARSbDow,¥1444.55,501834277158830466
14jjbC9g9U1o4HNQieMoZV8AnJ1CC55CKJ,¥2386.55,5100170822266291
17JLFDvAddrjjUpcochkHi7igaM4FKFUkx,"€8699,30",3558039090242981
1M68eo6miAHA3sYmZ7nFM4jJ39JTdfN3aV,¥6072.50,30551494225218
1CkHJPZ6urNrJEEYz5HTzXVcd7fjpN3GbK,"€3208,21",5602221565817825
12Q2zuuSwAmSrBkBX2idP3qzVHSGncVtjt,¥5091.95,3564918708635995
16YqjevgdYDi7juEjjMtPTq9KbnHQQ8Pdw,"€2837,98",3560751232967723
1KndWNEfio6b6DNgauzcxZ8LoXkixE8G8D,$8279.75,3569297463214741
1AHKLKZRgE2cPvuX4NNz3WG4LRtWrtsKf9,"€5740,82",3575029367536057
19Qa21K7K8GJrVEbm87mw4BFCPhQmroivs,¥2376.12,5602218780147699
1Q4vydhE12XDx2B7BSVghNdoFfcKeWat4s,¥8609.53,4911796130488524
192JBy3Yy2ycT1zWxFppJwb4Gpb1fgNow1,"€3157,54",5602258207165007
13HG57tM8jrG7Sf2k5s1yf6LDLtrVzQ16L,¥9726.78,375794686436309
1EcdeYTosSwNTdtgbWPBB8URvrYmaw8N6v,"€525,48",501804138834166202
1FWh3kpTjsAE6naW8dCxp6don7urBJSuGC,$2647.59,5602242615507307
1LeTFQM4MgeKxK8WZQpd4hqJtXPC4G5MM9,$8922.21,6396508323251216
1Lr7AFJdhQXX3WGbMh7cBLyFDJuoPpwRVH,¥589.43,3585935425582974
1PDKud92vdC8v475AmaCxLUKzEniXRQr5k,$4573.76,3550404937178541
1EsjUb8o3XbsWLLTA6NoZoUaSgHhg4Jw7,£1261.23,374058268568694
1QAvn6tm1aNTfamNFZuew9NFhhgbGsyDCq,"€4622,42",3587293260994518
1AVfnE6iAJYqN96iHQyc8gFG5vNszLY6Uq,$3337.84,30121456797768
16M9GDTXFNwAsp5aorswZxNBh6XHXigZ6a,"€1805,81",3587521184176030
